COMBUSTÍVEL,ANO,REGIÃO,ESTADO,UNIDADE,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,TOTAL
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORTE,TOCANTINS,m3,2479,2174,2616,2150.5,2224,2330.5,31068.05,32018.1,30203.9,32405.7,31309.4,29510.4,200489.55
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,MARANHÃO,m3,80086.96,68740.404,75757.592,70582.302,69684.071,68920.51,85844.468,91064.126,86436.605,90642.798,87816.255,85874.57,961450.661
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,PIAUÍ,m3,43519.1,34628.45,39341.75,39924.95,40403,38153.5,38534.5,39142.9,36575.001,39425,37907.5,36355,463910.651
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,CEARÁ,m3,2553,2156,2053.5,2063,2021,1897,28519,31291.35,27905.571,32719.5,30608.5,29015,192802.421
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,9755.1,1022.55,923,1037,812,746,856.5,976.5,823,851,827,837.5,19467.15
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,PARAÍBA,m3,38591.16,34810.35,35338.492,36670.84,35008.385,32459.287,34002.44,34259.72,34190.45,37663.64,36397.73,34519.285,423911.779
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,m3,65552.1,57662.151,60474.62,66118.111,65939.199,54190.45,57959.5,59777.25,61901.7,68962.723,68270.065,62237.501,749045.37
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,ALAGOAS,m3,37199,32000.185,29449,26197,24103.5,21974,23372.5,24623,25291,31949.089,33588.97,32434,342181.244
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,SERGIPE,m3,25872.1,22924,24378.1,25354.8,25169.9,21132.5,21781.1,23300.8,22426.5,24354.1,23705.3,24847.1,285246.3
ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,BAHIA,m3,145162.504,146585.672,156863.11,163165.95,157747.43,136656.006,240402.282,239669.856,222814.795,240737.51,222538.336,203730.652,2276074.103
ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,m3,179420.37,165838.486,184122.709,189650.2,191473.411,179753.914,221816.946,234116.867,220656.52,230895.25,213177.548,189386.818,2400309.039
ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,84710.896,75339.847,80869.151,82877.458,87579.601,80381.005,85413.024,88926.941,83340.142,88666.784,80290.274,68018.866,986413.989
ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,m3,88177.097,77421.978,87962.21,88658.393,87335.139,81764.312,82454.598,88393.524,79460.928,83121.974,76102.229,72483.049,993335.431
ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,SÃO PAULO,m3,594835.551,565228.508,625831.24,674583.774,677966.693,628861.003,669362.956,732605.439,650259.106,695819.145,633832.062,541088.441,7690273.918
ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUL,PARANÁ,m3,332135.66,327480.972,351090.878,357795.986,341786.96,316169.978,381434.174,407355.384,359905.7,389814.616,352291.012,292196.003,4209457.323
ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUL,SANTA CATARINA,m3,96765.766,90190.305,95974.693,108014.698,107605.719,98701.298,107368.074,113408.784,102883.019,113209.097,104760.211,86718.073,1225599.737
ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,m3,90075.264,81379.78,92444.418,98326.308,89934.905,83742.748,91340.459,93165.71,87014.92,99658.27,93550.715,83739.302,1084372.799
ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,4657.24,5890.73,4099.54,2963.5,3030.57,2955.05,5971.37,6572.12,4899.57,5835.07,4360.48,3342.67,54577.91
ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,981.225,1239.01,989.704,974.374,533.634,382.39,1266.409,1815.131,2172.611,3370.617,2818.7,2344.773,18888.578
ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,m3,725,350,661,521,675,669,2622,5248.9,5587.7,4935.6,3905.4,2880.3,28780.9
ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,15,5,0,0,0,0,5,0,0,20,0,0,45
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,RONDÔNIA,m3,52522.464,47880.411,54380.456,55859.538,58548.215,57316.03,60831.787,62459.226,54570.629,61806.043,57128.718,51712.357,675015.874
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,ACRE,m3,10143.361,11170.935,9642,11302.5,12034,12136,13515.5,14032,13589,14139.166,12430.431,11134,145268.893
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,AMAZONAS,m3,93448.995,88319.854,93966.685,100811.432,99655.81,98451.242,106334.216,105654.183,97615.793,106329.478,84727.839,90608.085,1165923.612
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,RORAIMA,m3,7943.6,7176.4,8582.4,9354.6,5977.2,5592.6,5540,5462.8,6778.6,8959.2,8281.2,8260.6,87909.2
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,PARÁ,m3,120707.549,110801.716,118150.267,122332.626,124074.282,132001.242,138496.156,137975.104,138045.44,152303.698,143421.638,131977.261,1570286.979
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,AMAPÁ,m3,36186.304,32264.727,34540.526,34333.214,34931.727,36902.285,37319.415,42685.101,40910.267,48949.993,51272.454,45658.66,475954.673
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,TOCANTINS,m3,50208.4,49155.45,58429.3,59983.65,58116.55,55001.998,30244.55,31922.35,30799.95,32552.1,31881.6,25902.687,514198.585
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,MARANHÃO,m3,11817,10551,12082.6,12291.8,12043,12138,60,15,0,0,0,0,70998.4
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,PIAUÍ,m3,0,33,10,0,0,10,57,0,10,0,108,34,262
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,CEARÁ,m3,43508.53,34480,36759,37184,42111,41693.5,9339,8986,9023,10346.5,10669.299,10554,294653.829
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,48146.9,44505.9,43490.681,46602.033,44419,34257.65,35098.058,36327.5,35688.424,38883.73,37482,38507,483408.876
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,PARAÍBA,m3,5,0,0,0,0,0,31,0,0,0,0,25,61
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,m3,17.5,15,74,30,280.5,233,57,35,86,380.5,197,267,1672.5
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,BAHIA,m3,81868.25,99993.24,88680.5,90428,100092.398,93111.25,2644.2,3,0,30,113.5,32,556996.338
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,m3,306702.14,302930.209,339691.543,358587.308,367267.993,362135.491,352117.955,366934.587,340821.824,365861.815,332609.284,269735.938,4065396.087
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,491,412,435.255,401,505,454.2,380.45,385,439,437.2,335,313,4988.105
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,m3,51079.286,45215.394,53503.103,54838.887,56765.06,52102.783,55173.853,60744.132,55684.496,59242.192,54567.561,51753.704,650670.451
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,SÃO PAULO,m3,155672.397,155739.098,176480.331,218463.397,243383.286,225957.688,252609.3,269849.972,238389.582,247533.601,221542.728,166342.111,2571963.491
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUL,PARANÁ,m3,15511.9,13697.02,16219.45,14536.469,6385.429,5102.1,6105.91,5983.5,5177.19,6030.7,6006.2,4591.6,105347.468
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUL,SANTA CATARINA,m3,70003.703,62854.12,74259.53,77533.197,63212.027,58397.379,64371.033,58968.2,60076.41,65169.67,63384.948,56960.332,775190.549
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,m3,145416,129263.354,175462.124,225364.134,160593.818,150950.633,155872.554,169451.792,157565.61,184139.041,183614.219,141112.68,1978805.959
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,84477.19,87079.701,85387.11,88475.122,92675.46,82662.756,108033.75,111581.17,98243.662,103098.063,95601.968,73148.76,1110464.712
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,184968.651,214002.295,210521.598,179869.24,181582.21,200271.064,223852.383,218353.969,200372.669,228686.185,194002.03,144551.701,2381033.995
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,m3,213563.84,224269.942,235808.38,230385.889,236885.515,237234.696,233672.002,219499.031,206983.637,227822.31,195108.83,149833.82,2611067.892
ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,28358.4,27264.8,30302.2,31789.8,32129.543,29481.151,31840.307,33212.364,30700.3,32914.3,29075.876,25899.502,362968.543
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,RONDÔNIA,m3,2008.139,1294.389,994.644,1396.849,1607.085,1723.07,1443.963,1744.724,1794.121,2027.049,1440.115,1234.4,18708.548
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,ACRE,m3,32,75,120,155,60,30,25,11,25,109,40,119.73,801.73
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,AMAZONAS,m3,9296.655,9958.27,10495.657,9447.882,8589.529,8971.578,10609.54,8964.348,9607.29,9777.444,9709.044,8990.438,114417.675
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,70,0,0,0,20,0,90
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,PARÁ,m3,9490.658,10069.2,10130.3,9856.9,9958.11,7856,10082.7,8960.59,7546.4,8032.5,7771,6634.7,106389.058
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,AMAPÁ,m3,10,50,325,5,100,8,40,0,0,60,0,10,608
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,MARANHÃO,m3,777,725,797,575,805,492,1072,717,648,1027,768,1018,9421
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PIAUÍ,m3,105,130,165,125,275,155,240,180,135,210,135,145,2000
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,CEARÁ,m3,400,275.331,360,480,720,765,488.574,663,491.872,960,540,605,6748.777
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,605,1136,1035,575,826,905,819,640,655,815,781,557,9349
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PARAÍBA,m3,10,20,0,15,25,0,15,0,25,0,5,141,256
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,m3,290,553,643,551,378,361.5,795.5,700,473,749,1068,622.5,7184.5
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,ALAGOAS,m3,50,0,20,0,20,25,50,108,70,83,138.5,0,564.5
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,SERGIPE,m3,239,221,238,155,210,180,215,211,284,248,244,177,2622
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,BAHIA,m3,983,1104.813,955,1427.395,1949.535,1782.295,2150.834,2197.058,1465.798,1416.245,1173,1472.137,18077.11
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,2787.699,3390.344,2934.813,3748.059,3326.824,4046.941,3704.527,3156.123,5431.737,4256.708,4348.759,3048.826,44181.36
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,m3,26139.873,24142.92,29052.951,25306.877,28093.381,24373.907,26529.315,27339.64,25722.12,28271.4,29116.05,29328.128,323416.562
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,SÃO PAULO,m3,3185.229,2849.472,2421.823,2842.04,2893.92,2561.04,3028.576,2828.686,2680,3134.041,2868.461,2862.068,34155.356
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,PARANÁ,m3,666.38,696.592,603.9,249.5,438.382,704.419,437.5,328.72,373.5,372.5,440.5,446.5,5758.393
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,SANTA CATARINA,m3,4103.31,4834,4633,4787,5955.5,5714.6,5965,4729.5,5289.539,6027.75,4882.75,5599.985,62521.934
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,m3,1818,1878,1885.332,2411,2549,3075.162,2283,2334,1911,2971,2393,2153,27661.494
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,90,0,90,180,90,90,90,0,0,90,90,0,810
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,RONDÔNIA,m3,115,115,344,199,0,0,0,10,10,10,20,10,833
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,ACRE,m3,8,8,58,17,0,0,0,0,0,0,0,0,91
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,AMAZONAS,m3,160,195,265,300,0,0,0,0,0,0,0,0,920
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,RORAIMA,m3,0,10,45,30,0,0,0,0,0,0,0,0,85
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,PARÁ,m3,0,0,0,0,0,0,0,0,4,0,0,0,4
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,CEARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,m3,0,51.5,105.5,0,0,0,97,68,85,0,0,382.5,789.5
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,BAHIA,m3,0,0,0,0,0,0,0,5,0,0,0,0,5
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,m3,4.08,0,4.537,7.568,4.154,2.491,4.855,4.557,9.003,4.812,3.297,2.616,51.97
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,m3,1448.531,1306.929,1200.969,893.606,987.241,689.469,906.755,779.068,898.232,900.999,1045.49,1757.386,12814.675
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,SÃO PAULO,m3,2068.399,1876,1691.852,855.87,790.592,665.602,770.898,996.011,1071.361,949.378,1060.169,1494.156,14290.288
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,PARANÁ,m3,75.107,89.777,95.884,75.017,60.053,76.127,40.208,85,82.138,70,69.694,80.562,899.567
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,SANTA CATARINA,m3,20,30,50,55,45,40,50,50,45,55,55,50,545
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,m3,893.891,670.297,594.99,186.948,0,186.762,0,0,0,0,562.246,838.178,3933.312
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,25,15,20,20,30,20,25,25,25,25,25,30,285
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,164,242,173,192,0,0,0,0,0,0,0,0,771
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,m3,0,0,0,0,0,0,0,0,5,0,0,0,5
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0.082,0,0,0,0.08,0.28,0,0,0,0,0,0,0.442
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,m3,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,0,0,0,40,62,0,0,0,0,0,0,0,102
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,30,15,30,30,30,25,30,40,25,30,20,0,305
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,m3,539.206,249.769,326.412,0,162.44,254.04,0,298.194,0,0,0,0,1830.061
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO SUL,SANTA CATARINA,m3,50,60,50,55,45,60,50,45,65,55,50,65,650
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO SUL,PARANÁ,m3,40,65,67.2,61.636,60,64.218,80.155,57.253,85,82.43,63.468,67.087,793.447
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO SUDESTE,SÃO PAULO,m3,1417.26,1224,842.905,1027,636,600,608,729.783,728,973.044,1012.19,1480.315,11278.497
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,m3,1666.628,1413.858,828.509,1213.522,687.133,808.359,689.133,759.721,752.915,888.488,981.995,1509.203,12199.464
