COMBUSTÍVEL,ANO,REGIÃO,ESTADO,UNIDADE,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,TOTAL
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORTE,AMAZONAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORTE,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORTE,RONDÔNIA,m3,0,10,5,0,10,0,25,10,83,126,166,228.5,663.5
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO CENTRO-OESTE,GOIÁS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,90,90,60,120,150,30,60,60,30,0,60,90,840
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO SUL,RIO GRANDE DO SUL,m3,2294,1599,2508,2675,1774,1936,2233,1968,1811,2376,2280,2225,25679
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO SUL,SANTA CATARINA,m3,3294.578,5068.767,4335.385,5458.9,5074,4705.45,5543.261,5291.408,5045.001,4799.161,4973.965,5948.01,59537.886
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO SUL,PARANÁ,m3,779.5,395,750.702,453.5,390.5,460,527.5,485,594,506.5,432.5,726,6500.702
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO SUDESTE,SÃO PAULO,m3,4032.57,2056.142,3618.1,2102.189,2309,3387.024,4763.285,3150.3,2787,3073,4284.444,4293.01,39856.064
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO SUDESTE,RIO DE JANEIRO,m3,24679.989,26600.012,28891.86,24747.071,26766.135,36996.884,30275.707,34468.087,36076.449,35746.325,36541.895,31316.663,373107.077
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,3264.697,4959.153,3473.51,3969.499,5438.73,3434.583,3301.495,3912.33,3028.254,3089.744,3951.721,3579.083,45402.799
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO SUDESTE,MINAS GERAIS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,BAHIA,m3,1525.708,1195,1543,1050,1265,1173,1378,1574.676,1280,1593,1820,1540,16937.384
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,SERGIPE,m3,165,145,160,150,155,210,280,190,202.29,220,140,95,2112.29
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,ALAGOAS,m3,60,90,37,0,20,0,450,10,65,444.468,590,190,1956.468
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,PERNAMBUCO,m3,731,477,327,356,358,163,182,231,432,360,235,390,4242
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,PARAÍBA,m3,0,0,10,15,55,0,44,10,0,0,0,0,134
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,690,620,760,675,720,560,783.3,560,580,730,1100,745,8523.3
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,CEARÁ,m3,835,440,475,1170,850,805,935,865,850,955,835,795,9810
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,PIAUÍ,m3,0,0,165,270,195,300,225,330,200,95,60,90,1930
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORDESTE,MARANHÃO,m3,1232,854,816,558,622,650.8,782,452,970.5,490,631,592,8650.3
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORTE,AMAPÁ,m3,204,140,240,225,228,217,128,140,140,180,140,145,2127
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORTE,PARÁ,m3,5992,5445,6555,6839,6493.5,6767.4,9042.5,8953.4,8222.6,8732.8,8797.5,7850.8,89691.5
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORTE,AMAZONAS,m3,11139.159,7977.495,9898.033,10262.879,8901.239,10514.947,10444.395,10974.29,9902.394,11142.866,9472.157,10201.87,120831.724
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORTE,ACRE,m3,38,110,86,63,11,18,33,0,31,20,0,0,410
ÓLEO DIESEL MARÍTIMO (m3),2015,REGIÃO NORTE,RONDÔNIA,m3,1559.49,1124,1307,893.1,653.7,723.9,956.6,782.5,874.6,1287,932.5,956.2,12050.59
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO CENTRO-OESTE,GOIÁS,m3,282.44,372.4,222.11,301.81,424.67,1799.39,0,0,0,0,0,0,3402.82
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,271.7,1440.42,873.27,1528.83,612.29,535.45,507,653,350,328,2469.5,784,10353.46
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,308.58,174.57,126.95,242.1,0,0,0,0,0,0,0,0,852.2
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO SUL,RIO GRANDE DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO SUL,SANTA CATARINA,m3,234.5,132.5,0,0,0,0,0,0,0,0,0,0,367
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO SUL,PARANÁ,m3,0,0,0,0,25,0,0,0,0,0,20,0,45
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO SUDESTE,SÃO PAULO,m3,14731.942,16782.44,18789.863,22135.32,21205.89,21477.193,2430.205,1485,1170,1410,890,680,123187.853
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO SUDESTE,RIO DE JANEIRO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO SUDESTE,MINAS GERAIS,m3,1123.5,993.5,1082.5,941.5,679,597.5,590,0,0,0,0,10,6017.5
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,BAHIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,PERNAMBUCO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,CEARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORDESTE,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,-122,0,0,0,0,0,0,-122
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORTE,PARÁ,m3,7697.283,5889.127,6090.68,5688.191,4506.456,4272.716,4592.606,5281.012,5850.136,5961.753,6540.425,6488.754,68859.139
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORTE,RORAIMA,m3,3399,5293,6799,4429,4906,2624,1199,337,7185,5181,110,0,41462
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORTE,AMAZONAS,m3,61995.967,47433.585,52356.733,62752.779,48323.444,47819.386,45884.92,66954.689,49308.52,54869.877,60772.346,60198.836,658671.082
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORTE,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2015,REGIÃO NORTE,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,6065,0,6065
ÓLEO DIESEL S-500 (m3),2015,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,20262.2,17887.1,20543.6,20251.801,20169.825,20739.482,21662.102,21450.25,21729.5,21955.11,18819.25,19753.89,245224.11
ÓLEO DIESEL S-500 (m3),2015,REGIÃO CENTRO-OESTE,GOIÁS,m3,194409.195,189683.32,213939.397,206413.413,193768.455,209466.851,214347.598,190734.141,179598.45,192046.65,163534.89,142231.39,2290173.75
ÓLEO DIESEL S-500 (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,179339.879,173760.444,219470.936,164021.901,150429.547,192767.389,216498.447,194239.679,198023.004,209469.972,173641.937,157696.126,2229359.261
ÓLEO DIESEL S-500 (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,80240.4,71730.959,85946.15,72452.892,68711.323,75404.8,87019.765,103149.351,90394.202,95283.123,75491.683,75218.402,981043.05
ÓLEO DIESEL S-500 (m3),2015,REGIÃO SUL,RIO GRANDE DO SUL,m3,226605.751,172671.7,306047.482,271515.004,219653.091,212169.858,202888.542,231052.673,240643.99,245786.242,229797.913,210221.651,2769053.897
ÓLEO DIESEL S-500 (m3),2015,REGIÃO SUL,SANTA CATARINA,m3,149149.434,122371.09,167063.384,148808.794,139534.808,143649.018,136550.979,149013.164,137166.841,136961.848,131244.398,129078.232,1690591.99
ÓLEO DIESEL S-500 (m3),2015,REGIÃO SUL,PARANÁ,m3,325670.518,274280.043,370440.763,316628.691,315125.161,339893.038,317686.483,363310.026,343050.471,356062.24,297387.405,283064.073,3902598.912
ÓLEO DIESEL S-500 (m3),2015,REGIÃO SUDESTE,SÃO PAULO,m3,605026.107,522380.345,646715.228,676533.644,698947.471,723927.769,743736.902,784046.621,735090.977,792833.652,644862.525,618292.092,8192393.333
ÓLEO DIESEL S-500 (m3),2015,REGIÃO SUDESTE,RIO DE JANEIRO,m3,113285.019,93369.534,111589.569,101631.889,99210.279,100287.441,105807.825,102888.655,99513.102,106226.923,93032.007,98075.755,1224917.998
ÓLEO DIESEL S-500 (m3),2015,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,70384.438,58393.019,70179.921,65407.273,64917.093,64649.664,55863.448,56310.236,55714.793,61691.064,50399.896,56368.103,730278.948
ÓLEO DIESEL S-500 (m3),2015,REGIÃO SUDESTE,MINAS GERAIS,m3,432401.89,375747.046,440833.356,435981.427,432199.015,444774.075,468513.982,455392.13,455712.015,478153.01,419843.106,408005.863,5247556.915
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,BAHIA,m3,192060.26,158028.387,195852.91,196396.385,188211.003,189188.475,200680.057,199069.262,195379.26,196121.94,179647.16,174520.463,2265155.562
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,SERGIPE,m3,19869.4,16069.2,19492,17666.199,17235.7,16486.1,15496.4,15439.3,16958.5,18463.367,16852.8,17544.7,207573.666
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,ALAGOAS,m3,27919,23369,26818.5,23304.5,19030.5,17473.5,17799.5,18044.999,20271.5,24279.2,24257,26660.5,269227.699
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,PERNAMBUCO,m3,92760.26,82973.7,93071.7,59013.68,58973.23,77006.65,62639.75,46375.7,47259.35,54051.1,61109.52,51132.95,786367.59
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,PARAÍBA,m3,31233.543,26958.81,28845.69,25883.78,25222.53,25163.32,26590.66,25994.87,27328.65,28848.04,26850.89,26948.03,325868.813
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,52174.95,50640.036,49894.131,36084.15,38282.5,42660.05,40784.85,31101.94,31391,36547.936,35641.05,36820.45,482023.043
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,CEARÁ,m3,36997,31629,33252,28588.5,30752.203,30919.75,32010.4,30712.5,32203,33262.5,29069.5,30059.782,379456.135
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,PIAUÍ,m3,30946,25793.5,28563.5,30764.56,30529.3,30465.8,32544.535,29383,29475.01,30856,28544.35,28026,355891.555
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORDESTE,MARANHÃO,m3,76263.949,62952.643,72980.789,74467.405,77315.446,81429.63,83740.818,78650.374,82176.083,85206.383,75770.877,79121.272,930075.669
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORTE,TOCANTINS,m3,47468.8,43738.4,54574.95,54940.5,51105.05,52830.078,53220.55,52158,54222.25,60175.14,52666.95,51104.25,628204.918
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORTE,AMAPÁ,m3,40671.98,28123.743,24828.086,17069.467,16881.275,16557.1,20185.8,19033,17108.4,15306.4,10943.5,11764.5,238473.251
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORTE,PARÁ,m3,115041.964,96962.764,117139.262,114054.395,115155.348,120705.655,126733.395,122069.577,124956.69,121638.939,110251.856,110778.273,1395488.118
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORTE,RORAIMA,m3,5979.4,4596.2,4691.8,5676.4,4595.6,3567.4,3973.031,4638,4206.4,4497,6418,7214.593,60053.824
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORTE,AMAZONAS,m3,19879.726,18396.771,20381.082,18315.403,17870.834,18696.13,21358.937,22261.143,23088.405,25059.269,17392.223,19329.493,242029.416
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORTE,ACRE,m3,9676,8025,10004.094,9146,9117,10593,10586,11330.112,11992,12425,10811.978,10940,124646.184
ÓLEO DIESEL S-500 (m3),2015,REGIÃO NORTE,RONDÔNIA,m3,46509.4,39391.7,52239.8,50268.079,50489.75,52873.475,59821.1,56468.75,55285.5,57493.101,45549.6,53232,619622.255
ÓLEO DIESEL S-10 (m3),2015,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,15164.451,14070.1,16732.872,16224.2,16623.2,16169.85,17984.15,17796.85,18346.792,18646.8,16182.388,17267.3,201208.953
ÓLEO DIESEL S-10 (m3),2015,REGIÃO CENTRO-OESTE,GOIÁS,m3,43756.7,41791.45,45687.27,47626.51,50160.105,53739.37,57583.143,56227.382,55215.168,58745.23,50274.52,48093.36,608900.208
ÓLEO DIESEL S-10 (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,35247.647,28703.351,38218.44,32637.46,32228.4,36999.2,40302.435,37623.527,39012.02,40986.985,35764.369,35127.1,432850.934
ÓLEO DIESEL S-10 (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,30903.05,27201.95,31806.4,29923.127,29407.3,31418.25,36867,40864.7,36360.306,39530.45,29336.788,32149.5,395768.821
ÓLEO DIESEL S-10 (m3),2015,REGIÃO SUL,RIO GRANDE DO SUL,m3,60891.09,47715.656,67260.186,62044.15,59061.162,61936.556,61386.93,63562.92,62950.313,67351.362,62543.188,68254.505,744958.018
ÓLEO DIESEL S-10 (m3),2015,REGIÃO SUL,SANTA CATARINA,m3,57388.306,48348.131,60900.998,56328.933,53040.129,56328.85,55460.204,58469.93,55507.827,56600.4,55085.784,57314.059,670773.551
ÓLEO DIESEL S-10 (m3),2015,REGIÃO SUL,PARANÁ,m3,97339.651,79039.63,105368.171,97256.668,96641.163,101151.307,101083.341,106464.19,106952.118,112407.538,99891.125,101751.471,1205346.373
ÓLEO DIESEL S-10 (m3),2015,REGIÃO SUDESTE,SÃO PAULO,m3,311611.408,278208.864,330998.828,329530.475,335650.198,345345.603,348320.116,353999.995,353981.833,375389.017,326742.237,333511.209,4023289.783
ÓLEO DIESEL S-10 (m3),2015,REGIÃO SUDESTE,RIO DE JANEIRO,m3,117241.112,101419.389,118139.159,112462.751,113385.699,116519.973,122091.524,119739.866,120655.975,125835.841,114092.603,123910.593,1405494.485
ÓLEO DIESEL S-10 (m3),2015,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,26423,22716.5,26673.5,25321.6,25499.5,27196.375,27978,26590.5,28036.5,29197,26402,27764,319798.475
ÓLEO DIESEL S-10 (m3),2015,REGIÃO SUDESTE,MINAS GERAIS,m3,131650.376,113045.725,134750.469,134166.6,136406.311,142566.762,152713.661,147039.489,150228.453,156692.06,139432.835,142819.672,1681512.413
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,BAHIA,m3,76403.699,61796.598,76851.014,76813.463,74243.386,74737.744,80986.635,80225.945,81622.043,82666.608,77747.424,80863.325,924957.884
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,SERGIPE,m3,12536.8,10528.404,12768.7,11953.016,11775.79,11492.9,11826.8,11376.429,12430.4,13382.48,11987.1,12894.6,144953.419
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,ALAGOAS,m3,12666.989,10108.5,12299,11395,10042.726,9513,10210.261,9967.5,10479.183,12231,11720,13222.5,133855.659
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,PERNAMBUCO,m3,69180.154,58944.355,67298.1,63217.476,63228.93,62814.871,64204.055,63904.85,67455.1,71439.678,65433.712,69437.067,786558.348
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,PARAÍBA,m3,13244.47,11526.66,13216.96,12870.43,12635.94,12715.44,13255.96,13078.96,13600.561,14227.46,13366.49,13921.48,157660.811
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,8983.5,7516.5,8577,8555,8495,8785,9381.5,8715.5,9251.5,9674,8994.5,9920,106849
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,CEARÁ,m3,59980.221,48890.011,54581.168,52404.029,54711.723,57288.44,61183.03,58961.423,60625.224,62086.738,57284.504,59454.294,687450.805
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,PIAUÍ,m3,16448.5,13086,15526.5,16452,16858.5,17442,19018.3,17481,16975.42,17712,16436.5,17548.5,200985.22
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORDESTE,MARANHÃO,m3,30787.845,25102.2,29240.5,31160.7,31293.2,33469.9,37206.7,36615.9,37213.6,38714.3,35104.22,36931.7,402840.765
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORTE,TOCANTINS,m3,19451.9,17353.15,22366.45,21647,20626.65,21804.6,23254.2,22217.5,22380.2,24056.6,21813.3,22200.797,259172.347
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORTE,AMAPÁ,m3,1018.5,857,927.5,950,912,925.783,1117.5,1261.5,1253.5,1428.5,1180,1337.5,13169.283
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORTE,PARÁ,m3,60413.3,50942.356,57209.046,57920.296,58993.339,65974.211,69987.945,68290.432,70545.404,72546.935,66206.468,68228.665,767258.397
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORTE,RORAIMA,m3,2177.3,1951.6,2583.9,2271.1,2094.9,2064,2049.2,2021.4,2487,2528,2334,2432,26994.4
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORTE,AMAZONAS,m3,8884.494,7906.926,9215.479,8745.38,8719.116,9318.687,10130.259,10704.132,10736.241,10759.485,9501.315,9544.962,114166.476
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORTE,ACRE,m3,2299,1917,2366,2504,2584,3266,3535,3730,3651,3625,2869,3050.5,35396.5
ÓLEO DIESEL S-10 (m3),2015,REGIÃO NORTE,RONDÔNIA,m3,11870.6,10348.1,12499.3,12495.8,12927.6,14027.8,15961.7,15209.6,15306.1,16449.25,14434.3,14506.5,166036.65
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO CENTRO-OESTE,GOIÁS,m3,3,0,1,0,0,0,0,0,0,0,0,0,4
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,0,65,313,88,130,191,104,118,257.5,273,102,169,1810.5
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO SUL,RIO GRANDE DO SUL,m3,2.5,2.5,2.5,0,0,0,0,0,171.81,33.984,0,0,213.294
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO SUL,SANTA CATARINA,m3,45,25,25,30,40,35,25,15,51.458,25,45.973,70,432.431
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO SUL,PARANÁ,m3,26.706,21.732,30.555,18.244,31.493,27.755,26.025,20.195,26,20,30,15.133,293.838
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO SUDESTE,SÃO PAULO,m3,998,1159,909,980,523,503.653,569,525,588,605.918,604,1219,9183.571
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO SUDESTE,RIO DE JANEIRO,m3,1095.215,1529.925,1114.623,1168.329,726.656,591.398,779.956,821.789,780.752,771.129,903.552,1798.055,12081.379
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO SUDESTE,MINAS GERAIS,m3,6.789,8.447,4.254,14.159,3.736,1.628,2.8,0,10,0,0,0,51.813
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,BAHIA,m3,12.5,5,5,0,0,0,0,0,0,0,0,0,22.5
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,PERNAMBUCO,m3,0,5,0,0,0,5,5,0,0,0,0,0,15
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,CEARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORDESTE,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORTE,PARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORTE,AMAZONAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORTE,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2016,REGIÃO NORTE,RONDÔNIA,m3,139,212,208,190,214,177,10,227,156,235,237,246,2251
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO CENTRO-OESTE,GOIÁS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,30,0,60,0,90,30,0,90,0,90,30,360,780
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO SUL,RIO GRANDE DO SUL,m3,1954,2204,2287,2200,2039,2178,2135,2035,2068,2520,3396,2699,27715
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO SUL,SANTA CATARINA,m3,2913.231,4428.251,5285.09,4117.6,5077.779,4045,4710,4836.676,4530.555,4707,3753,5350.55,53754.732
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO SUL,PARANÁ,m3,608,577.5,390.5,267,541.5,455,405.5,510,488,400.5,316,528.5,5488
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO SUDESTE,SÃO PAULO,m3,4381.406,2421.901,2078.852,2804.9,4184.698,4035.4,4207.7,2978,2738.3,2612,2344,2229,37016.157
ÓLEO DIESEL MARÍTIMO (m3),2016,REGIÃO SUDESTE,RIO DE JANEIRO,m3,26727.924,25019.522,31335.814,18420.875,25531.671,21565.164,23096.893,23608.661,24907.633,26800.386,20286.519,24257.854,291558.916
